MUSEUMID,SITENAME,VESSELNAME,OTHERNAMES,PROTECTED,NMREGNR,NHBDBID,OPERATOROWNER,ORIGIN,LAUNCHEDY,PERIODC,VESSELTYPE,PURPOSE,PROPULSION,LENGTHM,BEAMM,DRAFTHEIGHTM,TONNAGEBRT,DISPLACEMENTT,CREW,PHYSICALDESCRIPTION,BIOGRAPHY,LASTFLAG,LASTCAPTAIN,LASTVOYAGE,DATEOFDEPARTURE,PORTOFDEPARTURE,DESTINATION,CARGO,TASK,WRECKED,LATITUDE,LONGITUDE,ALTERNATIVELAT,ALTERNATIVELONG,COORDINATEACCURACY,LOCATIONDESCRIPTION,SHIPWRECKINGCAUSE,SHIPWRECKINGY,DEPTHM,TOPONYM,LOCATIONTYPE,STORYOFSHIPWRECKING,EXTENTOFPRESERVATION,POSITIONONSEABED,DAMAGES,DISCOVERYY,DISCOVERER,STORYOFDISCOVERY,OBJECTSRECOVERED,MUIS,REPORTS,SONARIMAGES,OTHERSOURCES,MARKERICON,ICONMUSEUMID,TEXT
2484,MO-143,MO-143,,ei,,,,Venemaa,,20. sajand,allveelaevahävitaja,sõjalaev,,,,,,,,,30. 06.1941 - laevahukk,,,,,,,,,jah,,,,,,"Kuminda miiniväli, Mohni saarest N pool. Praegune asukoht teadmata.",miin,1941,,Juminda miiniväli,miiniväli,Hukkus Juminda miiniväljal 30. juunil 1941.a. Mohni saarest N pool Soome allveelaeva poolt pandud miinil.,,,,,,Leidmata,ei,,,,Mohni saarest N pool Soome allveelaeva poolt pandud miinil. Leidmata. A324 lk.23,w_blue,red_circle,"MO-143, Raj. II -  , Vene allveelaevahävitaja (merekütt), hukkus Juminda miiniväljal 30. juunil 1941.a. (Mohni saarest N pool Soome allveelaeva poolt pandud miinil. Leidmata. A324 lk.23)."
2485,MO-197,MO-197,,ei,,,,Venemaa,,20. sajand,allveelaevahävitaja,sõjalaev,,,,,,,,,28.-29.08.1941 - laevahukk,,,,,,,,,jah,,,,,,Juminda miiniväli,miin,1941,,Juminda miiniväli,miiniväli,Hukkus Juminda miiniväljal 28.-29. augustil 1941.a.,,,,,,Leidmata,ei,,,,A324,w_blue,red_circle,"MO-197, Raj. II -  , Vene allveelaevahävitaja (merekütt), hukkus Juminda miiniväljal 28.-29. augustil 1941.a. Leidmata. (A324)"
2486,MO-299,MO-299,,ei,,,,Venemaa,,20. sajand,allveelaevahävitaja,sõjalaev,,,,,,,,,08.08.1941- laevahukk,,,,,,,,,üles tõstetud,,,,,,Loksa sadam,õhurünnak,1941,,Loksa,sadam,"Hukkus Loksa sadamas, eskaadri miiniristleja “Karl Marx” poordis Saksa lennukipommist 8. augustil 1941.a. Vrakijäänus koristatud.",,,,,,,jah,,,,A324,mechanic,red_circle,"MO-299, Raj. II -  , Vene allveelaevahävitaja (merekütt), hukkus Loksa sadamas, eskaadri miiniristleja “Karl Marx” poordis Saksa lennukipommist 8. augustil 1941.a. Vrakijäänus koristatud. (A324)"
2487,MO-301,MO-301,,ei,,,,Venemaa,,20. sajand,allveelaevahävitaja,sõjalaev,,,,,,,,,13.11.1941 - laevahukk,,,Suursaar-Hanko,,Suursaar,Hanko,,,jah,,,,,,Juminda miiniväli,miin,1941,,Juminda miiniväli,miiniväli,Hukkus Juminda miiniväljal 13. novembril 1941.a. teel Suursaarelt Hankosse. Leidmata.,,,,,,Leidmata,ei,,,,A324,w_blue,red_circle,"MO-301, Raj. II -  , Vene allveelaevahävitaja (merekütt), hukkus Juminda miiniväljal 13. novembril 1941.a. teel Suursaarelt Hankosse. Leidmata.(A324)"
823,Tartu,Tartu,Narova,ei,,,,,,20. sajand,aurik,sõjalaev,ratasaurik,,,,,,,Peipsi divisjoni suurtükipaat,juuli 1941 - uppumine või uputamine,,,,,,,,,üles tõstetud,,,,,,Mustvee sadam,uppumine või uputamine,1941,,Mustvee,sadam,Uputati või uppus Mustvee sadamas juulis 1941. Hiljem tõsteti üles ja taastati.,,,,,,,jah,,,,A1 lk.57-61,mechanic,blu_circle,"Tartu (II maailmasõja ajal Narova), Raj. VIII -  , ratasaurik, Peipsi divisjoni suurtükipaat, uputati (?), uppus Mustvee sadamas juulis 1941.a. Hiljem tõsteti üles ja taastati. (A1 lk.57-61)"
817,Carolus,Carolus,,ei,,,,Rootsi/Eesti,1702,18. sajand,brigantiin,sõjalaev,,17.8,5.6,,,,,"Rootsi Peipsi flotilli sõjalaev, 12 suurtükki(3 naelased)","1702 - ehitamine, Tartu
04.05.1704 - laevahukk",Rootsi,,,,,,,,jah,,,,,,Kastre all,jõelahing,1704,,Kastre,jõgi,Hukkus Emajõe jõelahingus Kastre all 04.05.1704,,,,,,"Korduvalt otsitud, seni leidmata.",ei,,,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 96.

B Hermann, A45 lk.361, A51, A52, A53, A86 lk.65, A101 lk.57-61, A185, A345 lk.96-98",w_blue,blu_circle,"Carolus, Raj. VIII -  , brigantiin, Rootsi Peipsi flotilli sõjalaev, 12 suurtükki(3 naelased), ehit. Tartus 1702, L=17,8 m  B=5,6 m, hukkus Emajõe jõelahingus Kastre all 04.05.1704.a. Korduvalt otsitud. Senini leidmata. (B Hermann, A45 lk.361, A51, A52, A53, A86 lk.65, A101 lk.57-61, A185, A345 lk.96-98)"
347,SBR-121,SBR-121,,ei,,1226,,Venemaa,1912,20. sajand,demagnetiseerimislaev,sõjalaev,mootorlaev,106.68,15.2,,3714,,,"väga tugeva ehituslaadiga nn.""Sotakorvauskuunar"" tüüpi. Hülgepüügiks kohandatud laeva vrakk. Alus oli ümber ehitatud demagnetiseerimislaevaks (akkumuljatornõi). Puust kerega.",,,,,,,,,,jah,59.3452,23.9221,,,,Suur-Pakri NE nurga peal,,,,Suur-Pakri,saarelähedane,,,Vraki osi on lebamas laial alal ümberringi,,,,,ei,,,,,w_blue,purple_circle,"СБР-121, Raj. III -    , Suur-Pakri NE nurga peal asuv, osaliselt kruusavalli sisse maetud, puust kerega, väga tugeva ehituslaadiga, nn.""Sotakorvauskuunar"" tüüpi, hülgepüügiks kohandatud laeva vrakk. Alus oli ümber ehitatud demagnetiseerimislaevaks (akkumuljatornõi). Vraki osi on lebamas laial alal ümberringi. (B Koppelman, hulk fotosid)"
280,Riksens Ständer,Riksens Ständer,Konung Adolf Fredrik,jah,22263,1,Rootsi Kuningriik,Rootsi,1744,18. sajand,liinilaev,sõjalaev,purjelaev,45.67,12.32,5.64,,1670,492,64 suurtükiga liinilaev,"1744 ehitamine
13.05.1790 laevahukk
08.09.1998 avastamine",Rootsi,,,,,,,sõjaline,jah,59.6035,24.7242,,,täpne,,merelahing,1790,5,Aegna,kari,Sõitis vigastatuna Aegna rifile ja põletati rootslaste poolt 13.05.1790.a.,rahuldav,"laevavrakk lebab Aegna rifi loodepoolses otsas 5 meetri sügavuses vees, kivisel karil.","Säilinud põhjaosa pikkus 28,5 m, laius 7,5 m, ahtertääv pikkusega 8,5 m, kolm suurtükki, hulk suurtükikuule ja väiksemad esemeid. Põletusjäljed",1998,Eesti Meremuuseum,"Leiti Meremuuseumi uurimislaeva ""Mare"" sukeldujate poolt akvaplaani abil 1998. aasta 8. septembril.",jah,MM 4737 Aa MM 5895 Aa MM 12843 Aa,,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 87.
leitud, A6 lk.136|137 A25 lk.81, A105, A106 videofilm",w_blue,red_circle,"Riksens Ständer (ex Konung Adolf Fredrik),  Raj. II - , 64 suurtükiga Rootsi liinilaev, ehit. 1744 Rootsis, L=45,67 m  B=12,32 m  T=5,64 m , veeväljasurve 1670 t, 492 meest, võttis osa merelahingust Tallinna lahel, sõitis vigastatuna Aegna rifile ja põletati rootslaste poolt 13.05.1790.a. Vraki leidis 08.09.1998.a. Meremuuseum. Säilinud põhjaosa pikkus 28,5 m, laius 7,5 m, ahtertääv pikkusega 8,5 m, kolm suurtükki, hulk suurtükikuule ja väiksemad esemeid. (leitud, A6 lk.136,137 A25 lk.81, A105, A106 videofilm); suurtükk, Raj. II -   , leitud 08.09.1998.a. Aegna saare juures Riksens Ständer vraki kõrvalt. Malmist. Raua pikkus 270 cm, viinamari 20 cm, läbimõõt eest 32 cm, läbimõõt tagant 48 cm, suudmest tapi keskkohta 145 cm, tagant tapi keskkohta 132 cm. Mõõdud ligilähedased. Säilivus keskmine. (videofilm); suurtükk, Raj. II -  , leitud 08.09.1998.a. Aegna saare juures Riksens Ständer vrakil. Malmist. Raua pikkus 147 cm, viinamari 10 cm, läbimõõt eest 22 cm, läbimõõt tagant 33 cm, suudmest tapi keskkohani 78 cm, tagant tapi keskkohani 70 cm. Mõõdud ligilähedased. Säilivus keskmine. (videofilm); suurtükk, Raj. II -   , leitud 08.09.1998.a. Aegna saare juures Riksens Ständer vrakil. Malmist. Osaliselt maetud kivide alla. Läbimõõt tagant 50 cm, viinamari 35 cm, tagant tapi keskkohani 138 cm. Mõõdud ligilähedased. Säilivus keskmine. (videofilm); suurtükk, Raj. II -   , 18 naelane malmsuurtükk, tõstetud hüdrograafialaev “Sekstant” poolt Aegna saare juurest 1897.a. Kuulus oletatavasti Rootsi liinilaevale “Riksens Ständer”. Välja pandud Estonia puiesteele koos ankruga kui 1790.a. merelahingu mälestusmärk. Raua pikkus 304 cm (viinamari murdunud), suudme läbimõõt 30 cm, läbimõõt tagant 40 cm, suudmest tapini 174 cm, tagant tapini 132 cm, rauaõõs 135 mm. Parempoolsel tapil tähed VR, kiri vasakpoolsel tapil mitteloetav. (fotod)"
2527,Tapperheten,Tapperheten,,ei,,,,Rootsi,,18. sajand,liinilaev,sõjalaev,,,,,,,,Laeval oli olnud vähemalt 40 suurtükki,"13.05.1790 - osavõtt rünnakust Tallinna lahel asuvale vene sõjalaevade eskaadrile
1993 - ühe suurtüki leidmine",,,,,,,,,ei,,,,,,Uusmadal,,,,Uusmadal,madal,Võttis osa rünnakust Tallinna lahel asuvale Vene sõjalaevade eskaadrile 13. mail 1790.a. Tallinnale lähenedes jooksis kinni Uusmadalale ja oli sealt pääsemiseks sunnitud heitma üle parda 40 suurtükki. 1993.a. suvel leiti Uusmadala NW servalt üks suurtükk. Eksponeeritud Meremuuseumis.,,,,1993,,1993.a. suvel leiti Uusmadala NW servalt üks suurtükk. Eksponeeritud Meremuuseumis.,jah,"suurtükk, eksponeeritud Meremuuseumis",,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 87.
A104 lk.395, A105, A106, Rootsi kaart",w_blue,red_circle,"Tapperheten, Raj. II -   , Rootsi liinilaev, võttis osa rünnakust Tallinna lahel asuvale Vene sõjalaevade eskaadrile 13. mail 1790.a. Tallinnale lähenedes jooksis kinni Uusmadalale ja oli sealt pääsemiseks sunnitud heitma üle parda 40 suurtükki. 1993.a. suvel leiti Uusmadala NW servalt üks suurtükk. Eksponeeritud Meremuuseumis. (A104 lk.395, A105, A106, Rootsi kaart)"
2332,Karl Marx,Karl Marx MO-299,"Gromonossets, Izjaslav",ei,,1223,,Venemaa,1916,20. sajand,miiniristleja,sõjalaev,aurulaev,98,9.3,,,1538,,"""Novik"" klassi hävitaja, veeväljasurve 1538 t","1916 - ehitamine, Tallinna Bekkeri tehas, Eesti
08.08.1941 - pommirünnakus vigastada saamine
12.08.1941 - õhkamine",Vene,,,,,,,,jah,59.5817,25.6958,,,,Loksa,"pommirünnak, õhkimine",1941,,Loksa,sadam,Sai vigastada pommirünnaku käigus Loksa sadamas 08.08.1941.a. Sõitis sadama lähistel madalikule. Õhiti 12.08.1941.a. Vene torpedokaatrite poolt.,,,,,,,ei,,,,"A2 lk.207, foto",w_blue,red_circle,"Karl Marx (ex Gromonossets, Izjaslav), Raj. II – ,  ""Novik"" klassi hävitaja, ehit. 1916 Tallinnas Bekkeri tehases, veeväljasurve 1538 t, L=98 m  B=9,3 m , Sai vigastada pommirünnaku käigus Loksa sadamas 08.08.1941.a. Sõitis sadama lähistel madalikule. Õhiti 12.08.1941.a. Vene torpedokaatrite poolt. K.Marx poordis oli MO-299.(A2 lk.207, foto)"
2307,Jakov Sverdlov,Jakov Sverdlov,Novik,ei,,,,,,20. sajand,miiniristleja,sõjalaev,,102.4,9.5,,,1538,,Eskaadrimiiniristleja,"28.08.1941 - laevahukk, Juminda miiniväli",,,,,,,,,jah,59.8001,25.5689,,,,Juminda miinivälja idapoolne serv ?,miiniväli,1941,,Juminda miiniväli,miiniväli,hukkus 28. augustil 1941.a. Juminda miinivälja idapoolsel serval (?). Miini otsa läinud laev murdunud pooleks ja uppunud eraldi.,,,,,,"Pooleksmurdunud sõjalaev (miiniristleja/allveelaev ?) leitud koordinaatides 59*48,0083´N; 25*34,1361´E. Vajab uurimist ja täpsustamist.",ei,,,,A1,w_blue,red_circle,"Jakov Sverdlov, Raj. II -  , eskaadrimiiniristleja, endine “Novik”. Veeväljasurve 1538 tonni, pikkus 102,40 meetrit, laius 9,50 meetrit, hukkus 28. augustil 1941.a. Juminda miinivälja idapoolsel serval (?). Miini otsa läinud laev murdunud pooleks ja uppunud eraldi. Pooleksmurdunud sõjalaev (miiniristleja/allveelaev ?) leitud koordinaatides 59*48,0083´N; 25*34,1361´E. Vajab uurimist ja täpsustamist.(A1; A324)"
3151,Gordõi,Gordõi,,ei,,,,Venemaa,,20. sajand,miiniristleja,sõjalaev,,,,,,,,"Ühe korstnaga Gnevnõi klassi hävitaja, eskaadri miiniristleja","august 1941 - osalemine laevastiku evakueerimisel Tallinnast Kroonlinna
november 1941 - osalemine Hanko sõjaväebaasi evakueerimisel
14.11.1941 - laevahukk
1990 - avastamine",,,,,,,,,jah,,,,,,"Gorbetha miinitõkke põhjaosas, Porkkala tuletornist SE pool Soome merealal",miin,1941,55-59,Corbetha miinitõke,miiniväli,"Hukkus meremiinil Gorbetha miinitõkke põhjaosas, Porkkala tuletornist SE pool Soome merealal 14.11.1941.a.",,,,1990,Soome uurijad,Leiti soomlaste poolt 1990. aastail.,ei,,,,,w_blue,purple_circle,"Gordõi, Raj. III -  , Vene ühe korstnaga Gnevnõi klassi hävitaja (eskaadri miiniristleja). Osales laevastiku evakueerumisel Tallinnast Kroonlinna augustis 1941 ning Hanko sõjaväebaasi evakueerimisel novembris 1941. Hukkus meremiinil Gorbetha miinitõkke põhjaosas, Porkkala tuletornist SE pool Soome merealal 14.11.1941.a.Leiti soomlaste poolt 1990. aastail. Lebab 55-59 m sügavusel."
289,Mardus,Mardus,"N, Sorkholm",ei,,740,,Eesti,1911,20. sajand,miinitraaler,sõjalaev,aurulaev,27.5,6.4,,,150,,"Algselt reisilaev, hiljem Eesti Mereväe suurtükipaat","1911 - ehitamine, Göteborg, Rootsi
I Eesti Vabariik - osalemine traalerina Eesti rannavete puhastamises meremiinidest
27.-28.08.1941 - õhkamine
2007 - arvatav avastamisaeg",,,,,,,,,jah,59.4647,24.7301,,,,Miinisadama idavärav,õhkimine,1941,,Miinisadam,sadam,Õhiti venelaste poolt Miinisadama idaväravas 27.-28.08.1941.a.,,,,2007 ?,,"Arvatavalt leitud 2007. aastal.Võimalik, et Marduse jäänused on ka plahv.1,2 ja 3.",ei,,,,"A1 lk.94|126, A237 lk.25-28, B Ossiptšuk, sonari pilt, foto",w_blue,red_circle,"Mardus (ex ""N"", ""Sorkholm""), Raj. II - , aurik, algselt reisilaev, hiljem Eesti Mereväe suurtükipaat, ehit. 1911.a. Göteborgis, veeväljasurve 150 t, L=27,5 m   B=6,4 m, osales traalerina Eesti rannavete puhastamisest meremiinidest. Õhiti venelaste poolt Miinisadama idaväravas 27.-28.08.1941.a. Arvatavalt leitud 2007. aastal.Võimalik, et Marduse jäänused on ka plahv.1,2 ja 3.(A1 lk.94,126, A237 lk.25-28, B Ossiptšuk, sonari pilt, foto)"
2286,Ižorets-42,Tštš-42,,ei,,1204,,Venemaa,,20. sajand,miinitraaler,sõjalaev,aurulaev,23,5.5,,,140,,"Ižorets-tüüpi traaler, veeväljasurve 140t","28.08.1941 - laevahukk, Juminda miiniväli
2010 - leidmine ja tuvastamine",,,,,,,,,jah,59.803,25.4662,59.803,25.4664,,Juminda miiniväli,miiniväli,1941,,Juminda miiniväli,miiniväli,Hukkus Juminda miiniväljal 28. augustil 1941.a.,,,,2010,,Leitud ja identifitseeritud 2010. aastal.,ei,,,,"A1; A324, sonari kujutis, Lutt 2012; A1; B Lutt",w_blue,red_circle,"TŠtš-42, Raj. II -  , Ižorets tüüpi traaler, veeväljasurve 140 t, pikkus 23,00 meetrit, laius 5,50 meetrit, hukkus Juminda miiniväljal 28. augustil 1941.a. Leitud ja identifitseeritud 2010.a. Koordinaadid 59*48,1773´N; 25*27,9740´E, sügavus 80 m, suund 90*-270* (A1; A324, sonari kujutis, Lutt 2012); Lutt 9 (miinitraaler), Raj. II -  , tundmatu vrakk Juminda miiniväljal koordinaatides 59*47,5627´N; 25*30,1929´E, Kontrollitud 2010.a. (B Lutt) Vt. Miinitraaler (Mäss, sonari pildid)"
2233,Virsaitis,Virsaitis,"M-68, Sarkana Latvia",jah,30209,729,,Läti,1917,20. sajand,miinitraaler,sõjalaev,aurulaev,,,,,,,"Kuni sept. 1941 oli laeva relvastuseks kaks 76 mm suurtükki, hiljem sai laev veel kolm 102 mm suurtükki.","1917 - ehitamine, Saksamaa
jaanuar 1919 - ümbernimetamine: Sarkana Latvia
juuni 1919 - ümbernimetamine: Virsaitis
18.08.1940 - ümbernimetamine: traaler T-297
25.07.1941 - ümbernimetamine: valvelaev Virsaitis
kuni sepember 1941 - relvastus: kaks 76 mm suurtükki
pärast september 1941 - lisaks kolm 102 mm suurtükki
03.12.1941 - laevahukk, Juminda miiniväli
2010 - avastamine",,,Hanko-Kroonlinn,,Hanko,Kroonlinn,,,jah,59.8698,25.1474,,,,Saksa miinitõke D30,miiniväli,1941,70,Juminda miiniväli,miiniväli,Hukkus Saksa miinitõkkel D30 teekonnal Hankost Kroonlinna.,,,,2010,Eesti Meremuuseum,Leitud Eesti Meremuuseumi poolt 2010. aastal.,ei,,,,Sonari kujutis,w_blue,red_circle,"Virsaitis, Raj. II -  , Läti sõjalaev, endine Saksa miinitraaler M-68, ehit. Saksamaal 1917. aastal. Jaanuarist 1919 - Sarkana Latvia, 07.1919 – 17.08.1940 Virsaitis. 18.08.1940 - traaler T-297, 25.07.1941 – valvelaev Virsaitis. 03.12.1941 hukkus Saksa miinitõkkel D30 teekonnal Hankost Kroonlinna. Kuni sept. 1941 oli laeva relvastuseks kaks 76 mm suurtükki, hiljem sai laev veel kolm 102 mm suurtükki. Leitud Eesti Meremuuseumi poolt 2010. aastal koordinaatides 59*52,1850´N; 25*08,8450´E. Sügavus 70 meetrit. (Sonari kujutis)"
2298,Miinitraaler,,,ei,,,,,,,miinitraaler,sõjalaev,,60,12,9.5,,,,"Tundmatu sõjalaeva, võimalik, et miinitraaleri vrakk",2010 - kontrollimine,,,,,,,,,jah,59.7927,25.5032,,,,"Juminda miiniväli, Kerist umbes 15,5 miili ENE pool",,,76,Juminda miiniväli,miiniväli,,,Suund 121°-301°,,,,"Kontrollitud 2010. aastal, kuid vajab uurimist ja identifitseerimist.",ei,,,,"B Lutt, Mäss, sonari pildid",w_blue,red_circle,"miinitraaler, Raj. II -  , tundmatu sõjalaeva, (miinitraaleri ?) vrakk Juminda miiniväljal, Kerist ca 15,5 miili ENE pool, 76 meetri sügavusel. Mõõtmed 60x12x9,5 meetrit. Koordinaadid 59*47,5627´N; 25*30,1929´E. Suund 121*-301*. Vajab uurimist ja identifitseerimist. (B Lutt, Mäss, sonari pildid); Lutt 9 (miinitraaler), Raj. II -  , tundmatu vrakk Juminda miiniväljal koordinaatides 59*47,5627´N; 25*30,1929´E, Kontrollitud 2010.a. (B Lutt) Vt. Miinitraaler (Mäss, sonari pildid)"
127,Roland,Roland,,ei,,,,Saksamaa,,20. sajand,miiniveeskja,sõjalaev,,89.1,13,,2436,,,"Endine reisilaev, hiljem miinipanija","1939 - muutumine reisilaevast miinipanijaks
21.04.1944 - laevahukk, Narva laht",Saksa,,,,,,,sõjaline,jah,59.7067,27.5133,,,,Narva lahes Vene piiritsoonis,,1944,,Narva laht,laht,,,,,,,,ei,,,,"A146 lk.134|135, pilt",w_blue,ylw_circle,"Roland, Raj. I -   , endine Saksa reisilaev, 2436 BRT, pikkus 89,1 m, laius 13,0 m, alates 1939.a. Saksa sõjalaevastiku miinipanija, hukkus Narva lahes 21.04.1944. Asub Vene piiritsoonis. (A146 lk.134,135, pilt)"
2104,Eino K-40,Eino K-40,"Heino, General Surovtsev",ei,,433,,Eesti,1902,20. sajand,puksiir,sõjalaev,aurulaev,18.3,4.92,,53.1,,,Ühetekline vedurlaev,"1902 - ehitamine, Riia, Läti
21.11.1944 - laevahukk
23.04.2001 - avastamine
suvi 2001 - videofilm",,,,,,,,,jah,59.5697,24.7421,,,,Aegna saare lähistel Tallinna lahes,miin,1944,,Aegna,saarelähedane,"Hukkus miinil Tallinna lahes, Aegna saare lähistel 21.11.1944.a.",,,,2001,Eesti Meremuuseum,Vrakk leiti Meremuuseumi poolt 23.04.2001.a. ja videofilmiti sama aasta suvel.,ei,,,,"merekaardil, A4 lk.42, A253, foto, videofilm, A311 lk.59",w_blue,red_circle,"Eino K-40 (ex Heino, General Surovtsev),  Raj. II - , aurik, 1-e tekiline vedurlaev, ehit. 1902.a. Riias. 53,10 BRT  L=18,30 m  B=4,92 m  hukkus miinil Tallinna lahes, Aegna saare lähistel 21.11.1944.a. Vrakk leiti Meremuuseumi poolt 23.04.2001.a. ja videofilmiti sama aasta suvel. (merekaardil, A4 lk.42, A253, foto, videofilm, A311 lk.59)"
818,Ilmatar,Ilmatar,Pljussa,ei,,,,,,20. sajand,suurtükipaat,sõjalaev,ratasaurik,,,,,,,"ratasaurik, Peipsi divisjoni suurtükipaat",juuli 1941 - uputamine,,,,,,,,,üles tõstetud,,,,,,Rannapungerja all,uputamine,1941,,Rannapungerja,järv,Uputati Rannapungerja all oma meeskonna poolt juulis 1941.a. Hiljem tõsteti üles ja taastati.,,,,,,,ei,,,,A1 lk.57-61,mechanic,blu_circle,"Ilmatar (II maailmasõja ajal Pljussa), Raj.VIII -ratasaurik, Peipsi divisjoni suurtükipaat, uputati Rannapungerja all oma meeskonna poolt juulis 1941.a. Hiljem tõsteti üles ja taastati. (A1 lk.57-61)"
715,Sivutš,Sivutš,,ei,,1236,,Venemaa,1908,20. sajand,suurtükipaat,sõjalaev,aurulaev,65.6,10.97,,,960/1100,,"Relvastus - 2 suurtükki 120 mm ja 4 suurtükki 75 mm. Vraki mõõdud 50x15x2,5m","1908 - ehitamine
19.08.1915 - uputamine
1998 - avastamine",,,,,,,,,jah,58.1061,23.7653,58.1062,23.7653,ligikaudne,Kihnu saare juures,uputamine,1915,23.5,Kihnu,saarelähedane,Uputati 19.08.1915 Kihnu saare juures.,,Suund 40°-220°,,1998,Eesti Meremuuseum,Vraki leidis Meremuuseum 1998.a.,ei,,,,"A6 lk.374, A16 lk.125-127, A19 lk.31, A82 lk.6|74, A269 lk.4, foto",w_blue,grn_circle,"Sivutš, Raj. VII -  , Vene suurtükipaat, ehit. 1908.a. Veeväljasurve 960/1100 t, L=65,6  B=10,97 m. Relvastus - 2 suurtükki 120 mm ja 4 suurtükki 75 mm. Uputati 19.08.1915 Kihnu saare juures, koordinaatides 58*06,3696´N; 23*45,9167´E. Vraki leidis Meremuuseum 1998.a. 23,5 meetri sügavusel mõõtudega 50x15x2,5 meetrit, suund 40*-220*. (A6 lk.374, A16 lk.125-127, A19 lk.31, A82 lk.6,74, A269 lk.4, foto)"
283,Christina,Christina,,ei,,476,,Holland,,20. sajand,traaler,sõjalaev,,31,6.6,,127,,,"Tekil traalvints ja plokid, ees vööris tambur vöörikubrikusse. Kerge roolimaja (osal.purustatud) asub ahtri pool. Ahter kandiline. Seal leidub traaliraskusi. Laeval puudub (konstruktiivselt) ankrupeli. Ei ole ka ankruid ega ankruklüüse. Ilmselt kasutatud miinitraalerina.",01.07.1989 - avastamine,,,,,,,,,jah,59.5649,24.7267,,,,Aegna saarest SW suunas,,,27,Aegna,saarelähedane,"Plahvatuses vasak parras kesklaevast ettepoole purustatud,",,Suund 89°-269°,,1989,,,ei,,,,"A Lutt, B Uustal, sonari pilt, allveevideo, A309 lk.2, nr.15",w_blue,red_circle,"Christina, (Ore-35) II - , vt. Aegna SW vrakk; Aegna SW vrakk, Raj.II - , (ex Christina, Ore-35) Aegna saarest SW suunas, 27 m süg. lebav raudlaeva vrakk. 127 brt, L=31 m  B=6,6 m, plahvatuses vasak parras kesklaevast ettepoole purustatud, tekil traalvints ja plokid, ees vööris tambur vöörikubrikusse. Kerge roolimaja (osal.purustatud) asub ahtri pool. Ahter kandiline. Seal leidub traaliraskusi. Laeval puudub (konstruktiivselt) ankrupeli. Ei ole ka ankruid ega ankruklüüse. Leitud 01.07.1989.a. Laeva on ilmselt kasutatud miinitraalerina. Koordinaadid 59*33,8952´N; 24*43,6039´E, suund 89*-269* (A Lutt, B Uustal, sonari pilt, allveevideo, A309 lk.2, nr.15)"
162,Finska Memnon,Finska Memnon,,ei,,,,Rootsi,,16. sajand,,sõjalaev,,,,,,,,46 suurtükiga sõjalaev,1574 - laevahukk,,,,,,,,,üles tõstetud,,,,,,Narva,,1574,,Narva,rannikulähedane,Hukkus Narvas 1574.aastal. Tõsteti üles ja konfiskeeriti (?).,,,,,,,ei,,,,A45 lk.354,mechanic,wht_circle,"Finska Memnon, Raj. I -  , 46 suurtükiga Rootsi sõjalaev, hukkus Narvas 1574.aastal. Tõsteti üles ja konfiskeeriti (?). (A45 lk.354)"
23,Nystadt,Nystadt,,ei,,,,Venemaa,,18. sajand,,sõjalaev,purjelaev,,,,,,,56 suurtükiga sõjalaev,23.11.1721 - laevahukk,,,,,,,,,jah,,,,,,Saaremaa lähistel,,1721,,Saaremaa,rannikulähedane,Hukkus Saaremaa vetes 23.11.1721,,,,,,Leidmata,ei,,,,A45 lk.364,w_blue,ylw_circle,"Nystadt, Raj. ?, Vene 56 suurtükiga sõjalaev, hukkus Saaremaa vetes 23.11.1721. aastal. Leidmata.(A45 lk.364)"
32,Stor,Stor,,ei,,,,Taani,,18. sajand,,sõjalaev,,,,,,,,8 suurtükki,1800 - laevahukk,,,,,,,,,jah,,,,,,Saaremaa lähistel,,1800,,Saaremaa,rannikulähedane,Hukkus Saaremaa lähistel 1800.,,,,,,Asukoht teadmata,ei,,,,A45 lk.370,w_blue,ylw_circle,"Stor, Raj. ?, Taani sõjalaev, 8 suurtükki, hukkus Saaremaa lähistel 1800. Asukoht teadmata. (A45 lk.370)"
4120,Tartar,Tartar,,ei,,,,Inglismaa,1801,19. sajand,,sõjalaev,,,,,,,,"Inglise 5. järgu sõjalaev, 32 suurtükki.","1801 - ehitamine
18.08.1811 - põletamine pärast leki saamist ja sõitu madalikule",,,,,,,,,jah,59.0206,22.9909,,,,Vormsi ja Hiiumaa vahel olev väike liivane saareke Kahar (Kakralaid?),"lekk, madalalesõit",1811,,,saarelähedane,,,,,,,"Otsitud, kuid leidmata",ei,,,,"Mäss, V. (2006). Laevahukulood. Tallinn: Ilo. Lk 55.
A44 lk.80 Chronological Guide, A339, A340 B Ossiptšuk",w_blue,pink_circle,"Tartar, Raj. IV -  , Inglise 5.järgu sõjalaev, 32 suurtükki, ehit. 1801, sai leki Hiiumaa lähistel (Hiiu madalalal?) ja sõitis kinni Vormsi ja Hiiumaa vahel olevale väikesele liivasele saarekesele Kahar (Kakralaid ?), kus põletati 18.08.1811.a. Otsituid. Leidmata. (A44 lk.80 Chronological Guide, A339, A340 B Ossiptšuk)"
